filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,style
blues.00010.wav,0.3039545,0.14293914,1410.4690961427957,1512.6209828983224,2767.2749333337365,0.06298072271671827,-173.7075,137.1564,-23.766518,26.989372,-16.668423,4.1984506,-12.56663,5.8348436,-2.8817365,-1.2086807,-1.9657367,1.8005352,-2.9883747,-1.8693886,-0.8001555,-3.0237815,-0.445196,-1.9982274,-0.7435987,-4.9861126,blues
blues.00011.wav,0.3671375,0.06571296,1353.2604615658556,1757.2309414323688,2882.224238251016,0.04395891785990712,-287.91495,123.98007,5.4597507,33.678093,1.0919147,14.704471,-4.8985534,8.6549015,0.784048,6.5709276,-4.8786583,-3.1808655,-5.556421,-6.7896266,-2.6446395,-2.984926,-3.3852015,-1.8563895,1.8361509,-4.89742,blues
blues.00012.wav,0.26932,0.119071715,1361.045467327888,1567.8045957296185,2739.6251005284926,0.06912392064144737,-207.20808,132.79918,-15.438985,60.98673,0.72580767,12.437826,1.1838363,-1.5407804,-17.888153,8.358495,-2.4520671,-0.6132485,0.3848776,2.6051273,-5.188924,-9.527454,-9.244394,-2.8482733,-1.4187069,-5.9326067,blues
blues.00013.wav,0.26461586,0.11322116,1324.3043562121861,1827.737535376297,2710.033612797504,0.051417300575657895,-209.78926,124.45844,10.310378,47.01801,6.510236,15.40545,-1.992711,6.7174063,-21.554193,10.721717,-5.5249667,-2.205934,-3.038193,8.645516,-0.30423063,-0.63774234,-2.9398854,-1.7059216,-1.76959,-7.7629576,blues
blues.00014.wav,0.32916272,0.06698053,1172.0656952451861,1705.817501524207,2344.952487059791,0.045045834945820436,-305.70517,113.06093,12.118721,45.030003,17.769758,14.579918,4.1667323,0.22527406,-7.0217476,13.644273,8.934528,1.2984786,5.9544773,8.543867,1.1176639,0.59155923,0.057474237,-3.712341,-1.0044477,-1.8024343,blues
blues.00015.wav,0.27031255,0.0806532,1420.529293495708,1731.1922519421796,2930.540612755176,0.0637176797116873,-238.51897,120.08456,-4.2278843,42.30707,5.920909,13.91916,5.361618,1.9018335,-16.933203,12.345274,3.9470155,-1.3848227,0.021880513,3.586694,-4.5039515,-5.542268,-6.888212,-4.8281417,1.7350057,-1.8888146,blues
blues.00016.wav,0.3043222,0.081461444,1455.0016722776375,1825.885414606472,3009.856799807711,0.061350725014512386,-233.7636,120.67351,-3.1710851,39.540993,3.857456,18.840431,-3.691825,4.4318542,-14.978044,17.56765,1.8400662,2.537329,-1.2404549,8.439245,-0.2106917,-3.9061184,-4.4787827,-0.012436055,1.2936136,-2.0847964,blues
blues.00017.wav,0.30209628,0.093281545,1088.6981660809784,1410.9479544080614,2134.41209350208,0.04832397083010836,-245.75644,140.48592,-2.7647712,60.436207,18.937946,9.833541,3.5638893,0.53268576,-16.37224,6.6300793,7.268408,-4.0088925,1.6082537,5.8993783,-3.0227852,-4.7729893,-3.0257866,-1.9939384,-0.055458944,-3.9753497,blues
blues.00018.wav,0.2699293,0.07967272,1537.6571825463043,2054.7791131062218,3495.653862259336,0.056131935710139316,-252.53398,104.92749,15.353578,42.656635,6.778399,21.618893,-1.299683,5.6843686,-16.614656,12.166094,-1.9533079,1.9605573,-0.88143474,7.778603,2.3902545,1.7741406,1.3393174,3.6306992,4.9108605,-2.6519442,blues
blues.00019.wav,0.25725934,0.09767247,1195.4116396780203,1481.2842588449475,2234.878152664232,0.05887114817143963,-236.66534,138.40906,-4.9034615,47.624584,5.179255,8.879488,0.50710577,-3.8182735,-14.977521,10.420425,-0.35118175,0.77782923,1.7773063,4.2354226,-0.46335074,-6.1056924,-5.3823814,-1.3375857,-3.7197175,-4.353154,blues
blues.00020.wav,0.3027323,0.07538687,1389.9555104108995,1911.4851516926433,3005.773491165586,0.05256015080785604,-230.413,127.094185,7.1511,39.78209,1.9511322,17.411688,-5.625576,8.2525215,-18.105354,13.839342,-3.7635853,2.5612433,-4.3294525,6.81776,-6.1576595,-6.2147574,-4.5154333,-1.8505989,-0.5390562,1.5080265,blues
blues.00021.wav,0.3210848,0.10115947,1046.748840021369,1480.933763635751,1830.7889294698143,0.04793735185274768,-264.6984,138.85597,11.186486,48.52034,14.915178,20.572824,3.2078142,1.2471706,-15.846408,15.986909,3.368814,-1.5201287,1.8947264,6.3255515,-0.98660696,-2.4128594,-3.683063,0.4969455,5.046816,-0.78000945,blues
blues.00022.wav,0.30645084,0.11347541,1156.070496382047,1497.6681759683638,2170.053544649768,0.05861340218653251,-233.86078,136.17024,3.289488,48.931194,8.699104,13.954753,5.359447,0.38133508,-13.490265,16.871767,5.1452575,-2.2505772,3.959197,5.3225546,0.81202817,-1.1072006,-4.5565543,-2.4364893,3.3169127,-0.6084851,blues
blues.00023.wav,0.2807143,0.102001555,1210.1979170105503,1497.8228092446402,2522.1014158644543,0.052482675841718264,-227.26479,137.76237,-14.50046,63.556877,5.6266975,11.961589,1.90622,-1.880767,-7.6091137,-2.4705942,-2.884146,-9.432815,-10.916914,3.5694356,4.1395826,0.09294746,-2.9729276,-1.3769395,7.5504985,-3.0325186,blues
blues.00024.wav,0.26312858,0.086981654,1120.3876188758716,1447.8399338058703,2325.1026070892995,0.047297899937113,-274.28876,130.41742,-6.394801,70.410675,13.265855,9.463105,7.7231874,-1.2453469,-0.57502055,-2.2999923,3.783482,0.080914855,-0.93968236,2.2953725,4.2905126,-1.6619253,-10.444824,-6.797826,-1.0681642,-1.5961301,blues
blues.00025.wav,0.29094842,0.08922226,1109.5696272816494,1463.2881312997417,2243.569766773897,0.05172493288022446,-249.28198,130.99792,0.66543645,66.69611,17.905897,4.622958,6.6100373,1.2453743,1.4191753,-1.5842934,-0.97415924,-3.5750647,-2.926915,4.598685,7.478115,-0.17876881,-2.8188574,-2.6676357,0.75166684,-0.5331791,blues
blues.00026.wav,0.27848446,0.076970495,1198.6076653608025,1573.3089743924036,2478.3766802619484,0.051987591911764705,-284.81952,108.78563,9.131958,51.25903,18.111256,7.621316,8.781748,2.3724256,0.011786304,2.2504168,4.200278,-3.3037343,1.6015606,2.660516,3.3234546,3.2589202,-4.551106,0.49384528,5.937065,3.2315443,blues
blues.00027.wav,0.28872102,0.095768176,1391.367709556042,1494.8924390357824,2811.108001614503,0.07235897288602941,-228.228,130.35355,-23.297619,70.17367,1.1370589,7.6097183,0.91500705,1.9893202,-6.1612906,-9.390744,-2.5661433,-4.523861,-0.2667346,0.18110256,-1.5130577,1.4609513,-6.976431,-8.318999,4.241007,0.9796816,blues
blues.00028.wav,0.2759743,0.09969554,1115.7291159941328,1398.954703655198,2290.444483328899,0.04802843217879257,-248.96767,139.03845,-16.249239,57.098114,20.196358,10.160564,4.5801764,0.33981505,-7.8678823,-3.4663062,-2.6406288,-2.8440943,-0.89332557,-2.4016511,2.572721,-5.8739614,-12.408275,-7.301891,-0.9324048,-2.6992729,blues
blues.00029.wav,0.28045648,0.12471523,1649.2937714648365,2190.2483057567983,3761.42725516399,0.05292636174535604,-233.72461,101.1836,17.65027,23.734356,2.0793707,25.940294,-16.96771,15.094174,-22.27879,4.4005084,-23.201637,-6.046126,-5.065352,1.0731732,-5.780492,-8.305594,-11.386346,-6.7253146,-10.027706,-14.035268,blues
blues.00030.wav,0.2630161,0.17008138,1379.0817422026958,2004.0008502510473,3015.831763677922,0.03937580120452786,-206.9876,117.78147,23.256245,28.294065,-1.0995972,18.864937,-21.953709,17.855116,-25.583355,2.1285508,-17.789053,-8.015467,-17.61634,-8.138555,-8.646156,-15.538987,-15.331505,-9.664871,-10.10331,-17.8351,blues
blues.00031.wav,0.2534871,0.15157077,1331.0739701050652,1973.6434372895212,2900.174129710478,0.04296723829334365,-221.80254,110.84307,18.620985,30.922995,3.2913303,22.587444,-20.4183,12.120994,-26.347956,-4.356271,-26.406673,-13.037724,-12.6522255,-1.8219059,-7.2600965,-6.6602516,-14.682693,-11.719264,-11.025216,-13.3872595,blues
blues.00032.wav,0.27631718,0.10123355,1309.4245640139256,1882.9193674570306,2764.099952532411,0.03939318583107585,-288.80173,105.89962,18.79132,23.688492,5.705111,25.549154,-13.467205,12.424732,-11.943819,1.5754988,-15.636262,-6.665247,-11.7188,-2.9523385,-7.3804994,-15.693589,-10.958548,-10.877396,-18.504187,-19.11074,blues
blues.00033.wav,0.26066875,0.13316481,1430.5820034726314,2075.6023434985827,3246.730367465654,0.04196988982681889,-239.01091,108.66921,34.14935,30.242792,-0.47099653,27.296513,-21.389084,14.155845,-24.50563,-1.8768201,-28.052265,-11.258264,-16.4841,-7.6363573,-12.79629,-15.352031,-13.732283,-7.400161,-10.083954,-13.285141,blues
blues.00034.wav,0.26224846,0.13593899,1536.7830758847115,2157.1380999035537,3601.0282250749806,0.04570040392801858,-217.2112,105.79117,15.618613,25.263062,-1.4379988,30.195396,-17.713642,17.321499,-27.209538,4.3398285,-20.06343,-10.695905,-14.224881,-5.1562123,-3.4715784,-6.184278,-15.325319,-6.845779,-9.828356,-13.941391,blues
blues.00035.wav,0.2883302,0.1734075,1506.9793924502912,2096.6376311044596,3404.796078330592,0.045430186363196595,-171.78606,120.280235,15.336581,21.09728,-5.4100204,24.192474,-24.140308,18.545324,-22.352987,1.3026391,-20.761292,-4.984545,-17.119595,-7.898076,-15.321157,-9.35015,-8.90613,-8.516964,-14.3300085,-19.935202,blues
blues.00036.wav,0.23323038,0.19781764,1247.2448150487867,1908.0527219040412,2620.5924869690884,0.03690378289473684,-200.22073,116.34518,18.060785,25.288818,0.31582576,24.176777,-22.223078,11.183145,-26.841911,-7.6436577,-24.872036,-12.015285,-17.009243,-8.115376,-11.959013,-12.617976,-14.187779,-8.204475,-15.024768,-10.322151,blues
blues.00037.wav,0.2486274,0.06914513,1188.1683365997978,1682.8601504411133,2339.635852542086,0.04816032858455882,-328.6738,102.69687,19.876062,26.73126,7.158256,22.716642,-6.956797,12.804352,-10.708749,-0.4193488,-12.363976,-8.897178,-9.238519,-9.109325,-9.003836,-7.6407657,-7.190915,-9.368476,-4.47006,-3.6888003,blues
blues.00038.wav,0.26588318,0.16814499,1513.4221069919358,2140.6067789034355,3449.6791402621902,0.044378038530379256,-192.66718,111.190765,21.372723,26.39834,-0.6461219,23.486734,-25.46455,16.937733,-16.977055,5.7886353,-25.730206,-5.044727,-17.63182,-7.9216866,-15.152404,-12.3425455,-17.227766,-7.771727,-13.033959,-17.94575,blues
blues.00039.wav,0.25532076,0.08586793,1151.3404409523787,1709.1939375520124,2312.577682825803,0.03533878857875387,-301.68628,111.53921,21.895657,16.14559,8.19159,22.085964,-8.613638,1.4919229,-17.074518,-8.337534,-17.011286,-10.572882,-15.687017,-12.598773,-12.245661,-14.543065,-10.092299,-5.7802854,-7.776048,-7.186642,blues
blues.00040.wav,0.3977248,0.13489176,2272.495078762922,2356.8559372971627,5108.319110693208,0.09765700585332818,-110.260086,90.70181,-2.5274875,74.053276,-11.747302,39.214672,-13.171819,20.535275,-17.163641,12.828713,-21.43358,5.9524055,-8.033586,4.239867,-16.485552,6.5425034,-5.695944,-3.6408634,-4.8568835,1.8545167,blues
blues.00041.wav,0.3869505,0.12917201,2390.772194471327,2463.3940883208325,5403.783990724168,0.10228887504837461,-107.16154,88.46617,-4.174954,55.4842,-8.007364,38.415665,-6.399442,28.574484,-19.820578,13.247096,-19.241852,12.072803,-4.5800486,3.7917395,-16.991062,11.62459,-7.3602033,-3.6573026,-7.1774383,1.9771922,blues
blues.00042.wav,0.37751907,0.11100144,2302.113047248994,2367.6958747133654,5188.551958869485,0.09786448759191177,-159.54498,69.7796,-4.3964195,76.85396,3.9205282,45.173176,-4.866254,32.201977,-9.796957,7.8119044,-21.827599,9.68371,-2.589124,3.3073053,-14.966981,10.23581,-4.084133,-5.8501844,-2.4742336,6.650418,blues
blues.00043.wav,0.3990255,0.12731063,2155.6549226375455,2372.403604141636,5012.019693002612,0.08716538373161764,-109.16536,100.6215,-8.614721,47.358475,-6.55596,39.613613,-8.518134,29.56467,-16.57596,13.165635,-24.209795,6.5857744,-8.64262,4.912258,-15.442804,1.5387509,-6.732474,1.4177747,-3.9617505,3.2874606,blues
blues.00044.wav,0.39021176,0.1362761,2279.124557649563,2375.1021196780534,5198.360232893528,0.09257049088138544,-109.509285,86.92241,-8.607986,64.49456,-6.3041277,43.63951,-8.286754,28.546106,-14.079794,8.125041,-21.491404,11.087481,-5.0857944,3.9763596,-12.859742,12.343859,0.026216194,-0.74156845,-5.12662,3.3034415,blues
blues.00045.wav,0.4295109,0.14836565,1739.0196209456462,2290.4017389215064,4551.155813116777,0.048051863631965945,-163.21114,89.791046,12.979254,80.69128,3.6607852,39.741978,-5.4038315,26.5005,-13.16074,2.7102127,-20.552357,6.00864,-2.9100604,-0.4346123,-17.545475,4.1545343,-5.990227,-7.860421,-8.565097,1.8577118,blues
blues.00046.wav,0.3878512,0.10258235,1912.506881317534,2361.474653230927,4776.86278163095,0.05842595056114551,-182.63828,90.676796,14.119084,67.54983,2.693214,38.430527,-8.410898,24.127445,-13.781991,4.8359957,-16.68203,5.8117085,-5.1495333,0.19298385,-14.4807625,6.8628836,-4.4423623,-2.9868884,-4.816248,5.400325,blues
blues.00047.wav,0.33645442,0.11224513,2013.3824371007638,2310.3055156159357,4849.49567576311,0.07534497145897832,-149.95169,93.62948,6.3434553,71.51195,-8.107512,36.207253,-9.776672,17.639805,-21.115799,-0.13730818,-22.199284,5.430452,-7.4622703,-4.3358784,-12.40164,9.624599,-5.0141835,-3.7041457,2.3425112,4.161077,blues
blues.00048.wav,0.37942767,0.12398607,2148.786199092123,2204.574064458511,4673.6634056634575,0.09881232766544118,-106.31103,102.63095,-20.155125,59.360367,-9.954543,33.68918,-14.170398,23.509998,-13.314066,16.014286,-18.91698,7.8213625,-7.7881207,4.0478344,-11.340939,2.0602176,-5.7394247,0.4642564,-1.909088,-3.1283083,blues
blues.00049.wav,0.27748352,0.088606924,1318.6568216818673,1904.761177180383,3046.6815771333204,0.03997292533378483,-255.96577,110.823044,21.505215,67.57123,4.2998033,43.105457,-4.507725,10.423533,-8.694327,1.6581495,-20.593155,-2.4429288,-7.1308646,-11.163918,-12.609408,2.7420099,-8.948849,-7.9407277,-2.3441567,-0.7056058,blues
blues.00050.wav,0.40085974,0.18237986,1945.8484252463334,2082.2466258883846,4175.874749056695,0.08580598152089783,-82.97902,107.052124,-25.320452,57.124992,0.08543925,34.6968,-11.04202,20.532696,-11.213177,14.834125,-10.229334,12.539581,-9.762303,2.5622525,-6.300853,2.9967847,-8.718454,-0.32658127,-2.9803467,0.7126006,blues
blues.00051.wav,0.39375556,0.19672292,1977.1723772350394,1927.803692383919,3942.834491552583,0.1066270952254257,-55.579243,114.935844,-37.05283,64.896515,-7.1393538,15.238384,-16.222616,18.63081,-9.745893,21.460043,-5.641416,12.782317,-16.52868,3.7937877,-7.8908706,8.477611,-4.06521,3.2074416,-5.178251,-1.2795233,blues
blues.00052.wav,0.33907548,0.098909535,1443.2652853188029,1670.3699185470482,3069.356440021527,0.06719384916795666,-225.26973,117.6459,-14.543757,64.80436,12.927466,19.029963,10.684547,9.884662,-2.3856878,11.688362,1.542959,3.0501547,-7.6301556,-8.957814,-4.3525944,-0.062078327,-2.5542188,-3.4375787,-3.8665748,1.3165148,blues
blues.00053.wav,0.41250077,0.16835797,2171.221741738743,1954.3837849781357,4237.132711971507,0.13280229598006965,-76.71796,105.75352,-43.181755,60.94585,-8.758631,21.22708,-12.864846,18.603846,-11.384938,14.541765,-6.047971,12.726958,-9.36681,1.3508592,-3.6099725,6.997609,-4.0530076,-0.27142617,-3.696092,-0.50404125,blues
blues.00054.wav,0.45272836,0.20088853,2030.4852237516182,1987.3204157951138,4062.942098611649,0.10338599615421827,-57.978794,108.98911,-36.2002,64.03286,1.4546818,26.30075,-17.470224,20.423563,-9.526501,18.171871,-6.047029,13.862625,-11.287123,4.6632853,-6.3889985,3.2137756,-8.078659,-1.7236612,-5.4226747,-2.5823658,blues
blues.00055.wav,0.43283615,0.15782568,2032.0949869239075,1976.298013901866,4023.5256702907313,0.11316673822078173,-98.67474,104.79541,-35.109562,60.701626,-2.8314035,22.236792,-7.8365197,19.030045,-11.581365,17.020948,-5.386073,12.202055,-9.961466,0.3578672,-4.265253,6.1348867,-4.830016,1.5036926,-1.4912537,3.509777,blues
blues.00056.wav,0.3910586,0.13772835,1811.0760835832946,2052.3325634591984,3927.8095824061534,0.07547951335139319,-145.43457,102.82902,-12.517674,56.99347,2.2713487,26.591398,-4.2748013,17.338806,-7.985592,15.235426,-6.9345984,7.4572163,-10.470443,-2.3604844,-6.7836227,2.6711338,-4.760879,-0.94900495,0.024832452,-2.005315,blues
blues.00057.wav,0.42428362,0.17592035,1886.683619275633,1913.2246226414595,3828.101851991825,0.08992387045278638,-92.74798,115.33953,-35.06427,57.861557,1.8450912,26.61661,-14.552453,22.133253,-8.2091465,11.01595,-5.6436005,7.277173,-10.205973,1.3321749,-4.1058974,0.97830284,-6.5537868,-0.6825116,-2.1268265,-1.5182434,blues
blues.00058.wav,0.35658816,0.16202763,2068.3711246841767,2033.9300469624955,4231.499412701964,0.10437162889415634,-95.43603,105.2167,-26.95301,60.830875,-4.828223,21.53847,-13.514778,12.122107,-20.233633,12.138657,-5.2270184,10.262574,-9.438187,3.8675337,-10.187452,3.5880928,-3.100752,0.19459704,0.8428719,-3.4165769,blues
blues.00059.wav,0.4059614,0.16998747,2235.906951442543,2100.004334807409,4390.031787411716,0.14228825524864552,-86.2253,91.94845,-23.408659,68.25329,-3.8958726,22.745262,-9.899613,16.895977,-11.397529,18.431677,-7.015263,10.771054,-11.938685,1.0058143,-5.923496,5.3181653,-6.140526,1.9489908,-5.1027546,-0.6662483,blues
blues.00060.wav,0.43089417,0.19622159,1946.5656516997744,1979.9099336776742,3955.8677460756094,0.09745368130804953,-67.77098,111.704185,-34.646107,61.334896,0.050250452,30.560614,-12.701725,21.159569,-13.1311455,16.282295,-6.335246,12.295833,-12.477989,1.6812786,-5.1420693,4.644003,-6.919218,1.0407197,-4.7368717,-0.66003627,blues
blues.00061.wav,0.45190534,0.14176637,2504.026852302045,2180.4386914668808,5077.1526324859715,0.16758439858262383,-82.45471,94.14776,-27.120918,75.6551,-27.509953,35.57621,-20.278538,25.109201,-15.36231,11.3297415,-13.398637,8.139763,-8.494857,8.28336,-10.346549,-3.4620607,-5.2235074,-2.5958476,-8.363733,-6.978243,blues
blues.00062.wav,0.31178042,0.10624005,2279.8954527175774,2119.7260567369485,4732.338050865906,0.11714895148026316,-144.96793,95.72648,-21.598648,49.625744,-29.884745,29.353168,-18.844486,17.87758,-9.666899,5.5058775,-9.546327,6.3651776,-21.083876,2.4527621,-9.533539,-1.4226507,-9.327805,5.1367497,-8.103219,-2.4450278,blues
blues.00063.wav,0.33023754,0.09632621,2839.4531193329985,2444.1440114924962,5711.257131476152,0.15435583155959753,-129.08626,72.10388,-7.7492743,49.251972,-32.711506,21.597784,-27.363317,14.991898,-10.247071,12.424759,-17.030218,7.1063924,-18.009485,2.922716,-14.476794,4.054748,-14.530604,7.2533545,-8.201505,-2.0060356,blues
blues.00064.wav,0.3324796,0.11741277,2553.2324147739323,2280.1286685771834,5148.102203463623,0.14685171971749225,-85.150246,88.80672,-16.32261,59.224518,-35.990242,14.385729,-22.308613,9.647324,-14.820338,11.177996,-14.804456,8.478452,-19.590225,6.41321,-13.779666,6.112036,-13.154643,3.9334555,-7.615453,3.752625,blues
blues.00065.wav,0.2927299,0.10035958,2816.676938173266,2372.1646427132314,5614.4493835260255,0.14631846519446595,-118.3335,74.85385,-19.858368,46.94158,-32.549698,23.827168,-26.361835,17.685263,-13.8112545,11.941499,-17.876518,7.54486,-22.888935,4.759723,-12.79163,5.608855,-14.72511,6.6844525,-9.159455,-2.2437756,blues
blues.00066.wav,0.37470973,0.11049626,2340.432873382551,2256.538115173274,4972.503265286377,0.1217751517753483,-116.5174,97.43028,-13.880191,48.96676,-22.582243,27.75397,-20.22865,18.630768,-14.642883,8.473099,-16.644655,10.998191,-13.8618,9.735367,-5.0894876,2.6346378,-9.883816,6.1590586,-7.682608,-4.852479,blues
blues.00067.wav,0.3379222,0.12909627,2258.538418665696,2176.031189289768,4755.429577901267,0.11276500217685759,-95.42442,101.36866,-20.682497,48.655476,-30.25864,20.802526,-18.303759,14.134917,-12.78758,13.4337,-14.072367,7.7237206,-19.224148,2.8563719,-9.809445,6.9117565,-11.3031645,8.940704,-2.9596393,-0.97542775,blues
blues.00068.wav,0.2899323,0.10311527,2513.716817329612,2345.23061418645,5247.443269428454,0.13514619715073528,-113.16776,88.709335,-8.925343,49.487495,-34.580006,15.865089,-17.744377,14.7141,-11.207616,15.366563,-15.081731,8.748788,-18.6309,5.474217,-9.26743,8.017963,-9.5520735,5.8735943,-4.402835,3.615348,blues
blues.00069.wav,0.2918844,0.11656993,2371.099277792781,2209.699345771831,5004.1114074895995,0.12514096664570434,-121.40885,96.10608,-19.613255,48.011654,-38.798702,24.746748,-32.933586,8.099362,-17.798166,6.109449,-19.986544,6.793616,-19.333881,-0.11444701,-12.250432,-4.9274373,-10.40958,-2.0495653,-1.7682108,-3.962159,blues
blues.00070.wav,0.32273418,0.10616438,2159.5466535253163,2130.3768258746386,4685.046670163748,0.0983489895752709,-133.01599,105.722694,-22.138971,41.81862,-26.988737,19.122448,-26.566395,19.239803,-15.332086,6.9860506,-10.813205,6.791204,-11.727092,4.3973885,-6.0394406,1.9661136,-12.320323,3.2538934,-8.809823,-3.3799207,blues
blues.00071.wav,0.3052622,0.12054179,2429.2609341606344,2286.6252810980545,5065.0277058037445,0.13468663832720587,-89.3579,93.78605,-14.574537,54.39165,-33.50838,19.420994,-19.7616,13.02632,-13.865957,14.607765,-14.969527,10.585571,-18.026934,6.654247,-10.204748,6.527643,-10.8467455,3.3194244,-6.1890244,2.9948406,blues
blues.00072.wav,0.30692828,0.103913926,2595.5380060987645,2519.2961185904483,5660.407438957285,0.12924562814434984,-118.66524,87.60096,6.5634136,45.094288,-38.90345,20.815968,-26.85299,13.79171,-17.23416,5.104991,-15.705421,3.9784129,-27.542307,3.0504885,-15.946972,10.86856,-12.646967,2.8207479,-13.337094,-4.375539,blues
blues.00073.wav,0.34186503,0.25971377,2094.919419623132,2158.335962881856,4482.4478952508225,0.10056968665344428,-30.09457,103.73229,-19.754238,56.40477,-12.710989,20.188,-17.34038,16.292433,-18.439598,8.924174,-11.648017,11.213471,-8.84251,9.0903015,-3.579252,4.3727145,-2.8308065,4.7250896,0.48505807,1.4759547,blues
blues.00074.wav,0.36715716,0.19695616,2515.864860951187,2531.4491585109317,5771.631766398994,0.12091612446787926,-56.004456,87.83711,-1.5984378,41.20679,-5.615634,27.782259,-24.000334,21.765877,-18.427973,12.324177,-13.717417,11.84905,-3.9775527,7.0980887,-4.465408,5.120333,-6.6489105,5.869997,-3.6964362,-1.9659808,blues
blues.00075.wav,0.46643588,0.1921537,2225.216647159957,2255.1950050803102,4703.188227130901,0.10858664497871517,-86.35233,92.67525,-15.377407,54.05978,0.88320935,31.563927,-14.615397,23.320065,-14.97542,15.335823,-7.0472016,12.181272,-6.0976243,7.025419,-5.805348,7.432128,-6.075142,3.3829908,-4.2769337,1.2381927,blues
blues.00076.wav,0.3655753,0.21907993,2645.6816610382457,2426.198511888736,5612.507728600281,0.1364685625483746,-52.69306,74.43028,-18.692438,56.323868,-3.9396875,31.971836,-16.459637,22.4094,-12.257829,27.216742,-9.233178,7.7924986,-10.561926,6.9469557,-9.127866,13.020091,-9.854002,3.6894596,-4.947726,4.4260654,blues
